Company_ID,Company_Name,Industry,Headquarters_City,Country,Ownership_Type,Customer_Segment,Primary_Cloud,Risk_Rating,Year_Founded,Incorporation_Date,Last_Funding_Date,Employees,Annual_Revenue,Profit_Margin,Market_Share,Product_Lines,R&D_Spending,Average_Salary,Training_Hours_Per_Employee,Employee_Satisfaction,Adoption_Rate_AI,Adoption_Rate_Cloud,Adoption_Rate_Blockchain,CEO_Tenure_Years
712043.0,Quantum Innovations 349,Enterprise Software,Delhi,Australia,Startup,B2B2C,Azure,Medium,2008.0,2008-11-13,2012-10-20,1695.0,173830722.66,32.86,1.66,21.0,44465393.16,4470740.08,45.3,3.64,83.27,20.21,18.2,24.0
531830.0,Next Solutions 221,EdTech,Mumbai,Germany,Subsidiary,SME,GCP,Low,2020.0,2020-03-09,2022-09-09,47573.0,201991417.98,22.91,14.61,1.0,8606222.13,694980.07,18.6,3.86,7.82,21.23,22.37,14.0
293852.0,Alpha Works 95,Enterprise Software,Chennai,Australia,Private,SME,Multi-Cloud,High,2024.0,2024-05-16,2025-03-16,25920.5,180322041.19,8.32,10.64,20.0,19713888.0,588785.16,8.3,3.52,83.47,57.13,10.19,13.0
893599.0,Prime Works 368,Gaming,Ahmedabad,India,Public,B2C,IBM Cloud,High,2008.0,2008-02-06,2018-10-01,35890.0,197576581.89,6.99,26.66,6.0,6947403.07,1847399.5,18.0,3.28,47.81,33.93,51.14,3.0
114360.0,Vertex Tech 827,Enterprise Software,Gurugram,USA,Public,SME,GCP,Medium,1987.0,1987-05-14,2003-06-13,34672.0,225687711.49,9.53,12.46,15.0,54616284.46,4374200.53,54.6,2.71,25.24,11.87,6.01,4.0
121219.0,Cloud Stack 550,SaaS,Delhi,Australia,Startup,B2C,GCP,High,2006.0,2006-08-26,2008-09-22,37480.0,241052417.33,16.04,33.22,14.0,39298525.03,1706568.13,84.0,3.5,17.44,74.33,10.74,20.0
226269.0,Neo Corp 81,,Mumbai,India,Startup,Enterprise,Azure,High,1986.0,1986-06-09,2001-01-23,39332.0,283087207.76,39.22,33.68,20.0,23532028.26,2080524.94,38.3,3.09,93.66,12.89,51.58,15.0
420070.0,Secure Platforms 850,Cloud Services,Chennai,Singapore,Private,B2B2C,Azure,High,2008.0,2008-12-21,2020-02-14,2758.0,104856419.21,33.99,21.77,15.0,2122565.36,2999715.95,102.7,3.67,11.76,62.98,27.17,15.0
599332.0,Zen Digital 592,Gaming,Ahmedabad,Germany,Private,B2B2C,Multi-Cloud,Low,2014.0,2014-10-20,2019-05-21,11744.0,232623214.36,19.31,32.51,14.0,57872916.42,498858.54,55.3,4.06,23.52,57.99,56.64,21.0
799872.0,Cyber Labs 47,SaaS,Hyderabad,India,Private,SME,GCP,Medium,2022.0,2022-08-04,2023-10-05,9574.0,203331252.02,21.72,26.65,21.0,40837656.18,4080830.67,116.3,3.94,37.35,96.22,44.59,13.0
974462.0,Blue Platforms 82,HealthTech,Gurugram,Australia,Public,B2C,IBM Cloud,Very High,1986.0,1986-05-01,2007-10-02,31930.0,199910987.25,12.62,19.19,24.0,16231974.79,2529716.37,114.7,3.44,62.68,53.09,20.48,9.0
861052.0,Blue Works 390,Enterprise Software,Hyderabad,Germany,Startup,B2C,IBM Cloud,Medium,2005.0,2005-06-27,2019-11-29,39274.0,172598406.44,30.17,6.39,5.0,9941414.28,2313924.71,93.9,3.71,55.67,15.66,52.07,10.0
821974.0,Next Stack 651,Cybersecurity,Mumbai,Germany,Public,B2C,Multi-Cloud,Medium,2017.0,2017-07-26,2021-09-11,37030.0,213418546.9,34.11,16.11,6.0,7399561.52,3928979.32,112.2,3.51,16.68,59.1,9.3,12.0
918892.0,Vertex Networks 380,Enterprise Software,Noida,Germany,Subsidiary,B2B,Azure,Medium,1996.0,1996-08-11,2016-04-26,25920.5,177096687.98,11.56,19.67,17.0,15598947.01,4307614.02,86.3,2.17,31.94,84.86,42.91,14.0
490154.0,Vertex Dynamics 687,Cybersecurity,Kolkata,UK,Public,B2B2C,,High,2006.0,2006-11-20,2010-01-20,13274.0,183674929.83,3.67,30.25,11.0,43381214.24,2136043.45,108.0,3.91,27.2,98.72,34.97,1.0
374349.0,Next Labs 624,HealthTech,Kolkata,Canada,Private,B2B,Multi-Cloud,Medium,2009.0,2009-05-11,2023-07-13,40788.0,239732926.14,26.96,16.9,16.0,37462765.13,1107008.43,32.2,2.83,24.86,48.3,21.43,14.0
871382.0,Quantum Services 747,EdTech,Chennai,Australia,Public,B2C,IBM Cloud,Medium,2011.0,2011-12-07,2022-09-29,25200.0,531269468.69,24.5,31.43,12.0,256830203.61,3744408.01,44.7,4.04,43.24,38.51,48.32,14.0
238014.0,Blue Networks 474,Gaming,Kolkata,UAE,Private,B2B,GCP,High,2012.0,2012-06-06,2021-12-07,49738.0,276685778.87,18.09,23.63,15.0,22793090.66,2053367.73,91.6,4.27,70.47,90.69,69.71,8.0
779553.0,Prime Tech 948,EdTech,Noida,India,Private,B2B2C,Multi-Cloud,Very High,2000.0,2000-06-10,2023-01-10,34443.0,171668757.04,27.76,4.88,23.0,1096628.29,4235736.71,53.8,4.76,25.22,27.02,79.91,16.0
762223.0,Secure Analytics 702,SaaS,Gurugram,USA,Public,B2B,,Low,1999.0,1999-10-26,2010-11-15,43132.0,256917541.84,24.02,34.82,4.0,20953165.5,4294585.83,101.3,4.88,39.1,64.77,48.62,14.0
546146.0,Alpha Systems 235,Gaming,Mumbai,USA,Startup,B2B,AWS,Medium,1987.0,1987-06-13,2002-07-29,25920.5,186956235.43,12.02,18.5,18.0,846556.81,870799.03,105.9,2.13,41.36,46.11,32.38,1.0
117170.0,Cloud Apps 411,HealthTech,Delhi,USA,Startup,B2C,IBM Cloud,Medium,2021.0,2021-07-12,2022-08-22,8627.0,124214127.89,17.91,13.78,21.0,7871611.7,4321871.27,39.5,4.97,95.81,13.66,18.02,16.0
860543.0,Next Labs 217,AI/ML,Gurugram,Singapore,Subsidiary,B2B,Multi-Cloud,High,1991.0,1991-10-07,2018-07-26,8120.0,190475321.68,19.12,23.1,3.0,55181329.01,1909908.33,99.7,4.08,93.78,40.91,20.57,18.0
748451.0,Bright Apps 218,E-commerce,Gurugram,Australia,Subsidiary,B2B,GCP,Medium,2005.0,2005-09-06,2021-04-16,8716.0,135216072.48,37.21,3.9,22.0,15258557.63,3049635.32,22.7,3.97,79.41,33.61,38.36,7.0
647258.0,Global Corp 906,SaaS,Chennai,Australia,Private,SME,GCP,Medium,1993.0,1993-09-01,2014-09-16,36418.0,238926243.9,40.44,22.32,8.0,16615650.39,542475.34,43.4,2.14,27.47,71.06,29.38,15.0
415310.0,Fusion Solutions 272,Gaming,Chennai,Singapore,Private,B2C,Multi-Cloud,Low,2023.0,2023-12-07,,6833.0,303590144.76,37.72,17.49,23.0,107829609.98,4044425.52,64.6,4.6,11.33,94.44,73.11,24.0
855081.0,Innova Analytics 763,Enterprise Software,Gurugram,Germany,Public,Enterprise,Multi-Cloud,Medium,2002.0,2002-05-27,2006-02-07,46044.0,199702619.8,30.77,14.29,3.0,4625506.32,3030549.05,31.0,3.51,34.47,33.86,29.46,17.0
633023.0,Secure Services 270,Gaming,Chennai,Singapore,Private,B2C,GCP,Medium,1988.0,1988-07-22,2012-05-25,41964.0,276174455.75,25.4,33.36,8.0,49122750.72,3038573.31,71.6,4.53,29.81,82.22,29.88,19.0
636053.0,Bright Innovations 920,Cybersecurity,Ahmedabad,Singapore,Subsidiary,SME,AWS,Low,2009.0,2009-03-21,2016-10-16,5021.0,119739556.68,29.57,18.34,18.0,12877795.88,4098922.26,71.5,2.15,52.05,14.93,30.68,23.0
570981.0,Bright Corp 371,FinTech,Bengaluru,Singapore,Startup,B2B2C,IBM Cloud,Very High,1998.0,1998-04-09,2005-11-30,13540.0,163205806.99,39.56,7.75,10.0,7716929.48,2484223.42,28.8,3.97,77.33,57.89,66.93,13.0
248668.0,Blue Solutions 522,EdTech,Delhi,USA,Subsidiary,SME,GCP,Low,1993.0,1993-12-14,2010-11-29,45769.0,217911450.16,12.0,16.12,20.0,2368778.24,2083118.23,96.5,3.36,84.82,16.28,52.06,9.0
949174.0,Global Labs 774,Cloud Services,Kolkata,India,Public,SME,AWS,Medium,2010.0,2010-02-15,2024-05-30,45130.0,284829974.72,23.4,32.19,17.0,16363402.41,3951127.88,77.6,2.68,83.57,93.13,49.13,24.0
760596.0,Cloud Works 157,AI/ML,Chennai,Germany,Private,B2B2C,IBM Cloud,Medium,1986.0,1986-08-19,2007-12-24,2040.0,92305150.28,29.58,6.25,8.0,7354353.64,3443924.1,41.5,2.41,38.45,78.21,26.73,24.0
854652.0,Quantum Innovations 611,Gaming,Mumbai,India,Startup,B2B2C,Multi-Cloud,Low,2004.0,2004-09-17,2025-09-18,5349.0,155445311.75,29.17,7.57,23.0,21417157.73,4290800.23,31.7,3.38,68.91,68.56,65.43,15.0
170224.0,Data Corp 391,AI/ML,Delhi,UAE,Subsidiary,Enterprise,Azure,Low,2012.0,2012-12-14,2025-03-12,45815.0,221067872.14,12.09,0.55,11.0,34184333.55,4254499.76,106.1,2.46,34.09,83.33,3.07,3.0
549463.0,Zen Stack 542,Gaming,Delhi,Singapore,Startup,B2B2C,IBM Cloud,Medium,1991.0,1991-01-26,2008-02-16,20006.0,117163588.38,25.47,0.6,5.0,3040112.67,1967537.27,101.1,3.51,10.66,67.63,69.66,24.0
993655.0,Next Services 882,Enterprise Software,Hyderabad,Australia,Public,B2B2C,AWS,Medium,1992.0,1992-12-26,2017-01-31,22409.0,287865678.51,33.84,29.05,13.0,55121111.71,2232643.79,31.4,3.91,70.25,96.24,41.02,1.0
906763.0,Tech Works 699,SaaS,Gurugram,Germany,Subsidiary,Enterprise,GCP,Medium,2019.0,2019-10-21,2020-12-14,46290.0,253282202.45,21.0,25.65,21.0,22186390.54,1449538.31,9.1,4.5,5.91,73.54,31.86,16.0
849178.0,Secure Tech 788,AI/ML,Mumbai,Singapore,Public,B2B,AWS,Medium,1998.0,1998-02-25,2010-02-19,37198.0,239948398.74,33.73,12.49,23.0,14231161.78,3108656.35,97.5,4.07,43.05,92.29,39.77,8.0
882435.0,Alpha Works 301,SaaS,Kolkata,USA,Startup,Enterprise,AWS,High,2001.0,2001-11-22,2017-12-04,28784.0,192385380.28,16.4,24.47,5.0,22426849.94,1894622.08,75.8,2.29,35.63,56.02,53.39,23.0
911087.0,Logic Networks 465,AI/ML,Kolkata,Australia,Private,B2B2C,AWS,Medium,2020.0,2020-03-21,2024-06-08,4807.0,143562021.73,39.55,13.89,24.0,5540161.62,3623012.65,16.6,2.99,69.48,20.42,1.02,13.0
955816.0,Tech Tech 996,SaaS,Delhi,USA,Public,B2B2C,Multi-Cloud,Low,2024.0,2024-01-19,2025-11-27,19147.0,213402859.1,23.36,33.36,13.0,18307448.89,898358.12,72.5,2.94,76.26,57.01,69.72,8.0
228876.0,Pixel Networks 520,SaaS,Hyderabad,India,Startup,B2B,IBM Cloud,Medium,1988.0,1988-11-21,2007-12-05,10445.0,121411689.75,25.84,33.85,6.0,8821771.67,877251.69,57.0,4.75,33.28,21.29,35.74,17.0
891676.0,Neo Platforms 862,Cloud Services,Hyderabad,Australia,Public,B2B,Azure,Medium,1986.0,1986-06-26,,16291.0,140320315.79,3.25,13.81,5.0,22040395.62,1238267.06,94.1,4.62,80.48,62.73,27.44,22.0
990613.0,Pixel Dynamics 157,FinTech,Ahmedabad,UK,Public,SME,Multi-Cloud,High,1990.0,1990-02-01,1995-06-04,38406.0,185895480.07,8.81,29.91,9.0,5709354.42,745597.97,29.0,3.17,32.33,52.94,11.06,23.0
106443.0,Vertex Networks 553,FinTech,Noida,Australia,Subsidiary,Enterprise,Multi-Cloud,High,1988.0,1988-05-08,2012-11-27,27746.0,201198237.23,27.32,27.08,16.0,15941548.53,2942129.59,57.1,2.31,46.51,65.41,35.16,14.0
146835.0,Pixel Soft 614,Cybersecurity,Chennai,India,Private,B2C,AWS,High,2013.0,2013-12-17,2018-12-16,4994.0,106200816.01,18.79,10.92,2.0,20216727.43,1004146.34,23.0,4.69,72.61,10.89,39.71,21.0
223024.0,Alpha AI 20,FinTech,Pune,Australia,Startup,B2C,Azure,Medium,2002.0,2002-08-12,2020-07-18,46213.0,222175078.67,22.33,8.2,1.0,10188181.62,1055847.96,115.1,4.68,69.44,27.34,32.29,21.0
203572.0,Neo Digital 900,EdTech,Noida,India,Private,Enterprise,Multi-Cloud,Medium,2010.0,2010-08-25,2026-03-29,19866.0,136975610.19,4.52,16.09,8.0,12188980.22,458335.72,94.6,4.58,96.83,53.73,54.29,7.0
811937.0,Smart Analytics 60,Cybersecurity,Chennai,Canada,Private,B2B2C,IBM Cloud,Low,2018.0,2018-10-23,2024-08-11,49890.0,273979005.91,35.37,27.37,19.0,1596236.56,3606569.06,89.7,4.55,25.94,94.59,33.67,15.0
333326.0,Blue Labs 88,EdTech,Bengaluru,UAE,Private,SME,Multi-Cloud,Very High,1994.0,1994-03-12,1996-02-07,37061.0,207054220.81,33.38,33.61,11.0,6790163.19,3730413.83,84.4,3.49,66.6,44.14,76.91,16.0
735495.0,Global Labs 779,HealthTech,Chennai,UAE,Startup,Enterprise,Multi-Cloud,Medium,2020.0,2020-08-04,2022-08-29,24967.0,195990383.53,9.41,26.75,12.0,30915006.67,1064291.91,53.7,2.61,61.7,47.77,47.94,19.0
339861.0,Secure Solutions 132,Gaming,Bengaluru,Germany,Private,B2B,Azure,Medium,1998.0,1998-07-03,2004-03-16,31245.0,235392727.41,27.37,29.95,12.0,13717537.18,3432050.18,111.2,3.48,90.1,73.61,64.6,6.0
787744.0,Global Services 170,E-commerce,Gurugram,Singapore,Public,B2B,AWS,High,2015.0,2015-12-05,,21616.0,189240768.27,34.73,21.15,7.0,16218345.23,2177535.0,13.4,3.53,19.54,63.74,8.75,23.0
380018.0,Next Infotech 894,Enterprise Software,Delhi,USA,Startup,B2B2C,AWS,High,1999.0,1999-05-11,2020-06-04,9966.0,197246172.06,27.63,29.26,13.0,26861228.43,1382339.02,97.4,3.52,74.92,36.6,31.78,1.0
435999.0,Zen Innovations 988,AI/ML,Noida,Canada,Subsidiary,B2B2C,IBM Cloud,Low,1992.0,1992-04-17,2014-08-31,20856.0,167488762.81,14.42,27.48,8.0,2502582.98,2947676.89,29.8,3.66,57.85,46.56,26.95,12.0
296746.0,Cyber Services 774,EdTech,Hyderabad,Singapore,Startup,Enterprise,GCP,Medium,1998.0,1998-06-16,2003-05-19,10034.0,147656713.18,28.24,13.26,22.0,25134235.37,1131784.7,42.3,2.85,30.54,29.38,45.56,18.0
610658.0,Cyber Platforms 409,AI/ML,Gurugram,UAE,Startup,B2B,GCP,Medium,2007.0,2007-08-24,2023-08-17,1809.0,249432091.81,10.42,19.36,9.0,116448032.46,3503222.79,64.7,3.16,49.12,95.98,68.89,16.0
293974.0,Vertex Stack 922,Cloud Services,Pune,Australia,Startup,B2C,GCP,High,2024.0,2024-08-11,2025-02-04,41999.0,267662081.49,14.73,28.19,7.0,47434886.61,595222.43,95.0,3.36,36.04,21.63,6.27,12.0
591187.0,Pixel Stack 124,EdTech,Noida,UAE,Subsidiary,B2B2C,AWS,Medium,2005.0,2005-05-02,2024-03-04,26888.0,158008397.4,11.6,1.71,21.0,19183066.89,4332436.83,101.4,2.48,58.88,43.09,5.81,20.0
283691.0,Blue Analytics 66,Gaming,Gurugram,UAE,Subsidiary,SME,IBM Cloud,High,2000.0,2000-12-04,2002-01-06,2532.0,116961430.61,24.28,28.3,24.0,2441336.78,694688.54,72.1,3.42,87.68,12.3,68.03,13.0
647186.0,Alpha Soft 603,Cloud Services,Noida,USA,Private,B2B,Multi-Cloud,Medium,2002.0,2002-06-21,2007-11-27,24492.0,120249823.44,6.33,6.31,15.0,12574442.6,2775738.52,51.3,4.45,57.95,29.74,17.03,8.0
241387.0,Secure Analytics 603,E-commerce,Mumbai,Australia,Private,B2B,IBM Cloud,Medium,2008.0,2008-11-26,2012-09-08,33769.0,214977908.69,39.33,18.06,2.0,21925501.61,4098996.59,113.8,4.5,63.75,79.46,53.5,22.0
443762.0,Blue Soft 73,Gaming,Hyderabad,Germany,Subsidiary,B2C,Azure,High,2010.0,2010-12-08,2022-07-29,28015.0,204068112.23,15.34,28.31,23.0,13213387.77,448808.32,33.3,3.29,53.24,27.9,43.43,1.0
132941.0,Cloud Analytics 70,AI/ML,Gurugram,Singapore,Public,B2C,Azure,Medium,2009.0,2009-03-18,2013-08-04,2129.0,90695015.68,10.76,8.96,20.0,18373916.16,2443909.29,97.4,3.6,9.76,17.13,66.63,21.0
510051.0,Cloud Apps 73,HealthTech,Noida,USA,Subsidiary,Enterprise,IBM Cloud,High,2013.0,2013-06-18,2023-07-25,2767.0,136176473.8,21.86,8.68,12.0,30734926.17,1835028.55,75.4,2.2,26.66,52.23,10.01,7.0
457907.0,Pixel Analytics 286,SaaS,Gurugram,India,Private,B2C,Azure,Low,1999.0,1999-08-08,2018-03-03,28002.0,124736480.51,13.08,14.16,1.0,1433460.34,2779361.98,48.3,3.51,50.76,10.89,10.38,15.0
475407.0,Global Dynamics 553,SaaS,Chennai,USA,Private,B2B2C,IBM Cloud,Low,1985.0,1985-11-06,1998-05-12,20958.0,176841808.97,23.4,31.32,23.0,5947351.01,1324375.29,5.2,3.27,33.85,17.54,44.55,22.0
957322.0,Innova AI 249,SaaS,Chennai,Germany,Subsidiary,B2B2C,Azure,Low,2009.0,2009-11-22,2019-09-11,42510.0,206103036.81,15.94,0.12,22.0,15887638.36,666086.79,56.4,3.39,21.9,81.88,75.71,13.0
661605.0,Global Innovations 195,Cybersecurity,Gurugram,Canada,Subsidiary,Enterprise,GCP,Medium,1991.0,1991-07-01,2025-01-28,24911.0,198020311.55,7.28,31.56,8.0,27733129.38,2966325.45,36.8,4.63,51.88,78.66,33.2,13.0
540322.0,Neo Works 675,Cloud Services,Delhi,USA,Startup,SME,AWS,High,1993.0,1993-10-07,2014-03-02,7361.0,102961313.75,12.64,5.47,5.0,7377693.59,2109081.88,17.0,3.44,35.02,91.45,26.16,9.0
332166.0,Logic Digital 434,Cloud Services,Mumbai,Germany,Public,SME,Multi-Cloud,High,2008.0,2008-10-14,2017-09-21,28121.0,215789041.36,19.54,34.65,15.0,25021587.27,2952190.71,13.6,2.16,29.0,86.05,48.54,24.0
536370.0,Logic Stack 885,HealthTech,Noida,Singapore,Public,B2B2C,Multi-Cloud,Medium,1985.0,1985-01-23,1999-08-21,23620.0,166022328.4,3.21,33.42,1.0,15167580.99,1263210.5,45.0,2.76,48.15,70.8,74.44,15.0
884541.0,Cloud Works 63,Cloud Services,Chennai,USA,Startup,B2B,AWS,High,1992.0,1992-04-09,2024-07-27,18499.0,130825647.24,32.83,17.36,1.0,9362153.56,1788839.18,75.7,3.48,17.4,14.66,66.95,4.0
136276.0,Prime Apps 820,EdTech,Bengaluru,UAE,Public,B2B2C,Multi-Cloud,Medium,2008.0,2008-02-19,2011-04-14,33586.0,189396411.88,26.87,17.99,10.0,5339668.16,2702893.7,101.3,3.33,91.28,79.67,79.64,13.0
199843.0,Neo Analytics 197,Enterprise Software,Kolkata,UAE,Private,B2B,Multi-Cloud,Medium,1995.0,1995-09-06,2012-05-29,38308.0,233883133.21,26.05,16.91,22.0,3894446.2,2831762.39,26.1,4.6,85.7,85.25,1.81,12.0
968146.0,Cyber Services 460,FinTech,Gurugram,Singapore,Subsidiary,B2B2C,AWS,Low,2001.0,2001-06-07,2022-07-11,48352.0,260523041.56,23.84,22.28,10.0,25090489.32,1926490.71,53.8,3.67,70.81,81.12,9.03,5.0
297289.0,Innova Innovations 188,Cybersecurity,Chennai,Singapore,Public,B2C,Multi-Cloud,Medium,1992.0,1992-02-09,2023-02-01,28915.0,163117068.55,25.61,3.27,21.0,11309125.17,1548218.14,50.1,4.1,14.88,55.25,48.76,7.0
191499.0,Next Stack 256,E-commerce,Kolkata,India,Public,B2C,AWS,Medium,2019.0,2019-08-17,2023-07-07,6695.0,236729560.99,39.39,1.24,15.0,85480305.82,1522172.58,64.0,3.46,77.16,30.73,65.65,8.0
132077.0,Data Stack 828,AI/ML,Delhi,Singapore,Private,Enterprise,GCP,Medium,2019.0,2019-10-13,2024-05-26,38050.0,177189469.23,2.34,2.11,17.0,3176628.52,1116267.34,98.1,3.38,80.14,85.23,22.82,5.0
429985.0,Secure Works 52,FinTech,Kolkata,Singapore,Private,SME,GCP,Medium,2017.0,2017-10-04,2021-11-26,26787.0,192053130.22,3.91,15.61,22.0,14763414.86,1734160.35,68.7,3.39,76.4,74.72,19.14,9.0
181645.0,Secure Soft 993,FinTech,Bengaluru,UK,Public,B2B,Multi-Cloud,Medium,1989.0,1989-06-28,2010-07-16,11535.0,98244221.54,9.66,9.72,6.0,3361541.37,1217705.38,102.4,3.29,15.6,97.29,62.96,14.0
355192.0,Data Analytics 171,SaaS,Pune,Singapore,Subsidiary,B2B2C,Azure,Medium,2023.0,2023-10-06,2025-11-20,38615.0,166734046.26,8.69,21.81,3.0,1832105.63,2998643.17,64.6,3.66,64.88,23.86,4.51,12.0
511024.0,Logic AI 493,E-commerce,Hyderabad,Germany,Startup,B2B2C,,Medium,2012.0,2012-12-26,2019-09-03,25572.0,192201162.13,9.25,34.74,13.0,13207723.52,2733174.69,74.4,2.83,82.59,30.08,29.55,4.0
598886.0,Cyber Corp 925,Cloud Services,Kolkata,UK,Subsidiary,Enterprise,Azure,High,1991.0,1991-10-19,1995-10-20,12392.0,109248725.41,28.88,13.58,16.0,5429066.41,1968614.18,55.3,4.68,58.69,28.85,40.46,20.0
867634.0,Cloud Networks 389,HealthTech,Noida,Canada,Private,B2B,GCP,Medium,1993.0,1993-11-05,2008-01-19,40856.0,238297463.09,20.38,20.13,8.0,41532215.88,1735903.08,99.7,3.07,65.12,80.54,44.83,8.0
157850.0,Tech Corp 272,Cloud Services,Hyderabad,USA,Private,B2B2C,Azure,Medium,1992.0,1992-02-08,2006-09-13,48820.0,220106679.76,41.67,14.6,15.0,10415275.88,1374218.22,111.2,2.53,47.63,26.63,58.29,17.0
304523.0,Fusion Platforms 434,FinTech,Kolkata,Singapore,Private,SME,AWS,Low,1996.0,1996-02-06,2013-09-30,13137.0,147901923.52,11.08,29.67,17.0,23859126.69,2595379.07,78.5,2.38,54.17,15.93,28.39,8.0
738544.0,Secure AI 159,FinTech,Chennai,UK,Public,B2B,IBM Cloud,Low,2018.0,2018-12-05,2024-09-23,37691.0,222426427.61,14.43,31.59,17.0,8735664.09,4167501.33,99.4,2.14,8.2,98.87,49.01,21.0
635331.0,Cyber Platforms 223,Gaming,Bengaluru,Singapore,Public,B2B2C,Azure,Medium,2017.0,2017-07-14,2024-09-08,34299.0,224703945.49,41.37,30.72,22.0,11263621.88,3211382.51,11.8,3.33,64.42,12.21,46.83,1.0
454688.0,Cloud Services 63,FinTech,Hyderabad,Australia,Startup,Enterprise,Multi-Cloud,High,2007.0,2007-03-19,2016-08-09,10143.0,272368507.87,35.27,34.11,13.0,88591539.25,3452100.33,109.2,2.64,12.57,84.34,43.81,20.0
264932.0,Alpha Systems 52,Cybersecurity,Bengaluru,Germany,Public,B2B2C,Multi-Cloud,Medium,2008.0,2008-07-06,2019-12-01,47240.0,250329264.13,20.79,1.06,17.0,32591767.92,3820949.24,26.7,2.16,45.46,42.52,51.24,2.0
697427.0,Bright AI 515,Gaming,Noida,India,Private,B2B,GCP,Medium,2021.0,2021-11-18,2025-11-21,16488.0,150886766.96,24.18,29.41,6.0,1518596.06,1841703.39,34.5,3.61,32.22,84.9,20.76,4.0
531507.0,Pixel Networks 59,HealthTech,Ahmedabad,USA,Private,B2B2C,IBM Cloud,Very High,2019.0,2019-11-06,2026-03-22,40461.0,245089616.98,35.73,26.34,17.0,1803446.11,657790.71,11.1,4.07,55.72,59.36,6.77,24.0
939587.0,Pixel Labs 872,Cybersecurity,Pune,Australia,Private,B2B,Multi-Cloud,Low,2024.0,2024-03-16,2025-05-28,26449.0,156400599.0,21.24,8.08,16.0,16512434.96,2952491.09,116.0,2.35,17.41,90.25,9.54,21.0
959660.0,Quantum Labs 610,FinTech,Delhi,Germany,Startup,B2C,GCP,Low,2006.0,2006-03-06,2014-01-21,19896.0,177782070.49,10.24,33.48,14.0,5446863.01,1173556.39,103.0,3.44,69.32,92.43,17.97,1.0
533084.0,Data Analytics 414,Enterprise Software,Delhi,USA,Startup,B2B2C,Multi-Cloud,High,2011.0,2011-08-20,2013-03-15,15758.0,118623412.84,35.14,5.27,13.0,2565359.43,2733078.96,110.0,4.26,78.94,10.81,40.02,7.0
419380.0,Neo Analytics 593,EdTech,Bengaluru,Singapore,Startup,Enterprise,GCP,Low,2019.0,2019-06-01,2025-06-07,44089.0,232927499.47,23.51,23.82,6.0,35073622.06,3431991.96,102.4,4.96,20.19,16.71,67.24,1.0
